player_id,full_name,sport
8482097,Jack Quinn,NHL
8482479,Trevor Kuntar,NHL
8482623,Josh Dunne,NHL
8482659,Josh Doan,NHL
8482671,Owen Power,NHL
8482896,Tyson Kozak,NHL
8483468,Jiri Kulich,NHL
8483500,Noah Ostlund,NHL
8484145,Zach Benson,NHL
8484305,Zach Metsa,NHL
8484797,Konsta Helenius,NHL
8474150,Mikael Backlund,NHL
8476399,Blake Coleman,NHL
8476456,Jonathan Huberdeau,NHL
8476458,Ryan Strome,NHL
8476874,Olli Määttä,NHL
8477810,Joel Hanley,NHL
8477993,Justin Kirkland,NHL
8478109,Victor Olofsson,NHL
8478211,Dryden Hunt,NHL
8479066,Ryan Lomberg,NHL
8479402,Jake Bean,NHL
8480028,Morgan Frost,NHL
8480727,Zach Whitecloud,NHL
8480797,Joel Farabee,NHL
8480860,Kevin Bahl,NHL
8481028,Martin Pospisil,NHL
8481068,Yegor Sharangovich,NHL
8481167,Brayden Pachal,NHL
8481556,John Beecher,NHL
8482074,Connor Zary,NHL
8482165,Yan Kuznetsov,NHL
8482209,Rory Kerins,NHL
8482624,Daniil Miromanov,NHL
8482679,Matt Coronato,NHL
8482766,William Stromgren,NHL
8483609,Adam Klapka,NHL
8484150,Hunter Brzustewicz,NHL
8484180,Samuel Honzek,NHL
8484768,Zayne Parekh,NHL
8484821,Sam Morton,NHL
8484860,Matvei Gridin,NHL
8486056,Tyson Gross,NHL
8473533,Jordan Staal,NHL
8475235,Nicolas Deslauriers,NHL
8475791,Taylor Hall,NHL
8476422,Mike Reilly,NHL
8476873,Mark Jankowski,NHL
8476906,Shayne Gostisbehere,NHL
8476921,Jordan Martinook,NHL
8476958,Jaccob Slavin,NHL
8477478,William Carrier,NHL
8477940,Nikolaj Ehlers,NHL
8478427,Sebastian Aho,NHL
8478970,Jalen Chatfield,NHL
8480336,Sean Walker,NHL
8480762,Eric Robinson,NHL
8480817,K'Andre Miller,NHL
8480829,Jesperi Kotkaniemi,NHL
8480830,Andrei Svechnikov,NHL
8481491,Noah Philp,NHL
8481562,Domenick Fensore,NHL
8482093,Seth Jarvis,NHL
8482100,Alexander Nikishin,NHL
8482702,Logan Stankoven,NHL
8482785,Justin Robidas,NHL
8482809,Jackson Blake,NHL
8482911,Joel Nystrom,NHL
8484203,Bradly Nadeau,NHL
8484428,Charles Alexis Legault,NHL
8476882,Teuvo Teravainen,NHL
8476891,Matt Grzelcyk,NHL
8476952,Dominic Toninato,NHL
8477444,Andre Burakovsky,NHL
8477479,Tyler Bertuzzi,NHL
8477987,Ryan Donato,NHL
8478043,Sam Lafferty,NHL
8478233,Andrew Mangiapane,NHL
8481568,Alex Vlasic,NHL
8481624,Ilya Mikheyev,NHL
8481806,Louis Crevier,NHL
8482172,Landon Slaggert,NHL
8482176,Wyatt Kaiser,NHL
8482807,Ethan Del Mastro,NHL
8483450,Ryan Greene,NHL
8483466,Kevin Korchinski,NHL
8483493,Frank Nazar,NHL
8483506,Sam Rinzel,NHL
8484144,Connor Bedard,NHL
8484185,Nick Lardis,NHL
8484197,Oliver Moore,NHL
8484783,Artyom Levshunov,NHL
8470613,Brent Burns,NHL
8475172,Nazem Kadri,NHL
8475754,Brock Nelson,NHL
8476312,Josh Manson,NHL
8476391,T.J. Tynan,NHL
8476455,Gabriel Landeskog,NHL
8476967,Brett Kulak,NHL
8477476,Artturi Lehkonen,NHL
8477492,Nathan MacKinnon,NHL
8477501,Valeri Nichushkin,NHL
8478038,Devon Toews,NHL
8478462,Nicolas Roy,NHL
8479387,Keaton Middleton,NHL
8479525,Ross Colton,NHL
8479718,Alex Barré-Boulet,NHL
8480039,Martin Necas,NHL
8480069,Cale Makar,NHL
8480448,Parker Kelly,NHL
8480835,Jack Drury,NHL
8481641,Joel Kiviranta,NHL
8482072,Jack Ahcan,NHL
8482947,Zakhar Bardakov,NHL
8482953,Taylor Makar,NHL
8483039,Tristen Nielsen,NHL
8483565,Nick Blankenburg,NHL
8483930,Ivan Ivan,NHL
8484149,Gavin Brindley,NHL
8484255,Jason Polin,NHL
8484258,Sam Malinski,NHL
8474090,Brendan Smith,NHL
8475745,Charlie Coyle,NHL
8475790,Erik Gudbranson,NHL
8476432,Boone Jenner,NHL
8476867,Brendan Gaunce,NHL
8476923,Damon Severson,NHL
8477425,Miles Wood,NHL
8477497,Sean Monahan,NHL
8478046,Danton Heinen,NHL
8478062,Dysin Mayo,NHL
8478460,Zach Werenski,NHL
8478500,Ivan Provorov,NHL
8478856,Conor Garland,NHL
8478975,Mason Marchment,NHL
8479371,Dante Fabbro,NHL
8479671,Mathieu Olivier,NHL
8479944,Zachary Aston-Reese,NHL
8480806,Isac Lundeström,NHL
8480893,Kirill Marchenko,NHL
8481161,Jake Christiansen,NHL
8481178,Egor Zamula,NHL
8481716,Dmitri Voronkov,NHL
8482451,Mikael Pyyhtia,NHL
8482660,Kent Johnson,NHL
8482705,Cole Sillinger,NHL
8483432,Luca Del Bel Belluz,NHL
8483485,Denton Mateychuk,NHL
8484166,Adam Fantilli,NHL
8484214,Luca Pinelli,NHL
8473994,Jamie Benn,NHL
8474574,Tyler Myers,NHL
8475168,Matt Duchene,NHL
8475755,Alexander Petrovic,NHL
8475794,Tyler Seguin,NHL
8476278,Colin Blackwell,NHL
8476889,Radek Faksa,NHL
8476902,Esa Lindell,NHL
8477454,Adam Erne,NHL
8478047,Michael Bunting,NHL
8478420,Mikko Rantanen,NHL
8478449,Roope Hintz,NHL
8478476,Kyle Capobianco,NHL
8479351,Sam Steel,NHL
8479414,Nathan Bastian,NHL
8480027,Jason Robertson,NHL
8480036,Miro Heiskanen,NHL
8480840,Oskar Bäck,NHL
8480878,Nils Lundkvist,NHL
8480950,Ilya Lyubushkin,NHL
8481581,Thomas Harley,NHL
8481609,Vladislav Kolyachonok,NHL
8482145,Mavrik Bourque,NHL
8482740,Wyatt Johnston,NHL
8483425,Lian Bichsel,NHL
8484829,Justin Hryckowian,NHL
8484938,Arttu Hyry,NHL
8474037,James van Riemsdyk,NHL
8474102,David Perron,NHL
8474141,Patrick Kane,NHL
8474612,Travis Hamonic,NHL
8475279,Ben Chiarot,NHL
8475753,Justin Faulk,NHL
8476979,Erik Gustafsson,NHL
8477429,Andrew Copp,NHL
8477456,J.T. Compher,NHL
8477946,Dylan Larkin,NHL
8478891,Mason Appleton,NHL
8479337,Alex DeBrincat,NHL
8479942,Dominik Shine,NHL
8479992,Michael Rasmussen,NHL
8480326,Sheldon Dries,NHL
8480879,Jacob Bernard-Docker,NHL
8481077,John Leonard,NHL
8481542,Moritz Seider,NHL
8481607,Albert Johansson,NHL
8482078,Lucas Raymond,NHL
8482762,Simon Edvinsson,NHL
8483464,Marco Kasper,NHL
8484160,Nate Danielson,NHL
8484223,Axel Sandin-Pellikka,NHL
8484471,Emmitt Finnie,NHL
8484794,Michael Brandsegg-Nygård,NHL
8474641,Adam Henrique,NHL
8475218,Mattias Ekholm,NHL
8475786,Zach Hyman,NHL
8476454,Ryan Nugent-Hopkins,NHL
8476473,Connor Murphy,NHL
8477406,Mattias Janmark,NHL
8477450,Jason Dickinson,NHL
8477498,Darnell Nurse,NHL
8477508,Curtis Lazar,NHL
8477934,Leon Draisaitl,NHL
8477953,Kasperi Kapanen,NHL
8478013,Jake Walman,NHL
8478402,Connor McDavid,NHL
8478458,Jack Roslovic,NHL
8479365,Trent Frederic,NHL
8479368,Max Jones,NHL
8479388,Riley Stillman,NHL
8480803,Evan Bouchard,NHL
8480831,Alec Regula,NHL
8480834,Ty Emberson,NHL
8481056,Spencer Stastney,NHL
8481617,Vasily Podkolzin,NHL
8482162,Roby Jarventie,NHL
8482703,Colton Dach,NHL
8483455,Isaac Howard,NHL
8483512,Matt Savoie,NHL
8484509,Josh Samanski,NHL
8484529,Connor Clattenburg,NHL
8485511,Quinn Hutson,NHL
8473419,Brad Marchand,NHL
8475179,Dmitry Kulikov,NHL
8476994,Vinnie Hinostroza,NHL
8477409,Carter Verhaeghe,NHL
8477495,Seth Jones,NHL
8477931,Tomas Nosek,NHL
8477932,Aaron Ekblad,NHL
8477933,Sam Reinhart,NHL
8477935,Sam Bennett,NHL
8478055,Gustav Forsling,NHL
8478421,A.J. Greer,NHL
8478542,Evan Rodrigues,NHL
8478859,Niko Mikkola,NHL
8479314,Matthew Tkachuk,NHL
8479316,Luke Kunin,NHL
8479393,Noah Gregor,NHL
8479981,Jonah Gadjovich,NHL
8480003,Jesper Boqvist,NHL
8480021,Jack Studnicka,NHL
8480185,Eetu Luostarinen,NHL
8481133,Cole Reinhardt,NHL
8481518,Nolan Foote,NHL
8481600,Tobias Bjornfot,NHL
8481655,Cole Schwindt,NHL
8482107,Mike Benning,NHL
8482113,Anton Lundell,NHL
8482131,Donovan Sebrango,NHL
8482713,Mackie Samoskevich,NHL
8483433,Jack Devine,NHL
8483771,Sandis Vilmanis,NHL
8484304,Uvis Balinskis,NHL
8484933,Mikulas Hovorka,NHL
8471685,Anze Kopitar,NHL
8474563,Drew Doughty,NHL
8475208,Brian Dumoulin,NHL
8476441,Joel Edmundson,NHL
8476469,Joel Armia,NHL
8476872,Scott Laughton,NHL
8476879,Cody Ceci,NHL
8477942,Kevin Fiala,NHL
8477960,Adrian Kempe,NHL
8478472,Mathieu Joseph,NHL
8478550,Artemi Panarin,NHL
8479421,Jacob Moverare,NHL
8479675,Trevor Moore,NHL
8479998,Mikey Anderson,NHL
8481532,Alex Turcotte,NHL
8481732,Andre Lee,NHL
8482124,Quinton Byfield,NHL
8482155,Alex Laferriere,NHL
8482408,Jeff Malott,NHL
8482726,Samuel Helenius,NHL
8482730,Brandt Clarke,NHL
8483406,Taylor Ward,NHL
8483675,Kenny Connors,NHL
8483699,Angus Booth,NHL
8483756,Jared Wright,NHL
8483808,Andrei Kuzmenko,NHL
8473422,Nick Foligno,NHL
8473507,Jeff Petry,NHL
8474567,Zach Bogosian,NHL
8474716,Jared Spurgeon,NHL
8475149,Marcus Johansson,NHL
8475220,Marcus Foligno,NHL
8475692,Mats Zuccarello,NHL
8475752,Tyler Pitlick,NHL
8475765,Vladimir Tarasenko,NHL
8476463,Jonas Brodin,NHL
8477446,Michael McCarron,NHL
8477451,Ryan Hartman,NHL
8477952,Robby Fabbri,NHL
8477979,Nicolas Aube-Kubel,NHL
8478136,Jake Middleton,NHL
8478493,Joel Eriksson Ek,NHL
8478508,Yakov Trenin,NHL
8478864,Kirill Kaprizov,NHL
8480259,Ben Jones,NHL
8480800,Quinn Hughes,NHL
8481477,Nico Sturm,NHL
8481553,Bobby Brink,NHL
8481557,Matt Boldy,NHL
8482094,Daemon Hunt,NHL
8482122,Brock Faber,NHL
8482641,Matt Kiersted,NHL
8482781,Carson Lambos,NHL
8483452,Hunter Haight,NHL
8483525,Danila Yurov,NHL
8483766,David Spacek,NHL
8475848,Brendan Gallagher,NHL
8476479,Phillip Danault,NHL
8476875,Mike Matheson,NHL
8476981,Josh Anderson,NHL
8478104,Sammy Blais,NHL
8478133,Jake Evans,NHL
8478851,Alexandre Carrier,NHL
8479339,Patrik Laine,NHL
8480018,Nick Suzuki,NHL
8480074,Alexandre Texier,NHL
8480813,Joe Veleno,NHL
8480865,Noah Dobson,NHL
8481523,Kirby Dach,NHL
8481540,Cole Caufield,NHL
8481593,Jayden Struble,NHL
8481618,Alex Newhook,NHL
8482087,Kaiden Guhle,NHL
8482737,Zachary Bolduc,NHL
8482749,Joshua Roy,NHL
8482775,Oliver Kapanen,NHL
8482964,Arber Xhekaj,NHL
8483424,Owen Beck,NHL
8483457,Lane Hutson,NHL
8483515,Juraj Slafkovský,NHL
8483686,Adam Engstrom,NHL
8483728,Jared Davidson,NHL
8484403,Florian Xhekaj,NHL
8484984,Ivan Demidov,NHL
8474564,Steven Stamkos,NHL
8474600,Roman Josi,NHL
8475158,Ryan O'Reilly,NHL
8475287,Erik Haula,NHL
8476539,Jonathan Marchessault,NHL
8476869,Brady Skjei,NHL
8476887,Filip Forsberg,NHL
8477971,Andreas Englund,NHL
8479370,Tyson Jost,NHL
8479980,Nicolas Hague,NHL
8480246,Nick Perbix,NHL
8482103,Ozzy Wiesblatt,NHL
8482111,Justin Barron,NHL
8482146,Luke Evangelista,NHL
8482482,Adam Wilsby,NHL
8482715,Ryan Ufko,NHL
8482742,Zachary L'Heureux,NHL
8482768,Fedor Svechkov,NHL
8483465,Joakim Kemell,NHL
8483513,Reid Schaefer,NHL
8484241,Matthew Wood,NHL
8485405,Brady Martin,NHL
8474149,Evgenii Dadonov,NHL
8475455,Brenden Dillon,NHL
8475760,Nick Bjugstad,NHL
8476462,Dougie Hamilton,NHL
8476474,Stefan Noesen,NHL
8477015,Connor Brown,NHL
8477488,Brett Pesce,NHL
8478399,Jonas Siegenthaler,NHL
8478414,Timo Meier,NHL
8478841,Colton White,NHL
8479395,Dennis Cholowski,NHL
8479407,Jesper Bratt,NHL
8479772,Zack MacEwen,NHL
8479996,Cody Glass,NHL
8480002,Nico Hischier,NHL
8480192,Johnathan Kovacevic,NHL
8481032,Paul Cotter,NHL
8481065,Angus Crookshank,NHL
8481559,Jack Hughes,NHL
8481594,Nathan Légaré,NHL
8481721,Arseny Gritsyuk,NHL
8482110,Dawson Mercer,NHL
8482684,Luke Hughes,NHL
8482941,Shane Lachance,NHL
8483429,Seamus Casey,NHL
8483495,Simon Nemec,NHL
8483531,Brian Halonen,NHL
8483841,Xavier Parent,NHL
8484177,Lenni Hameenaho,NHL
8484958,Maxim Tsyplakov,NHL
8475151,Kyle Palmieri,NHL
8475170,Brayden Schenn,NHL
8475231,Casey Cizikas,NHL
8475314,Anders Lee,NHL
8476292,Ondrej Palat,NHL
8476419,Jean-Gabriel Pageau,NHL
8476429,Scott Mayfield,NHL
8476917,Adam Pelech,NHL
8477369,Carson Soucy,NHL
8477407,Anthony Duclair,NHL
8477500,Bo Horvat,NHL
8477506,Ryan Pulock,NHL
8477950,Tony DeAngelo,NHL
8478445,Mathew Barzal,NHL
8480871,Adam Boqvist,NHL
8481014,Alexander Romanov,NHL
8481237,Kyle MacLean,NHL
8481569,Marshall Warren,NHL
8481601,Simon Holmstrom,NHL
8482476,Emil Heineman,NHL
8483448,Isaiah George,NHL
8483553,Marc Gatcomb,NHL
8484221,Calum Ritchie,NHL
8484262,Travis Mitchell,NHL
8484287,Cole McWard,NHL
8485366,Matthew Schaefer,NHL
8485702,Max Shabanov,NHL
8475413,Justin Dowling,NHL
8476389,Vincent Trocheck,NHL
8476459,Mika Zibanejad,NHL
8476468,J.T. Miller,NHL
8477320,Anton Blidh,NHL
8477380,Jonny Brodzinski,NHL
8477839,Conor Sheary,NHL
8478840,Will Borgen,NHL
8478882,Vladislav Gavrikov,NHL
8479323,Adam Fox,NHL
8479390,Taylor Raddysh,NHL
8480001,Urho Vaakanainen,NHL
8481525,Matthew Robertson,NHL
8481704,Juuso Parssinen,NHL
8481726,Adam Edstrom,NHL
8481789,Tye Kartye,NHL
8482067,Connor Mackey,NHL
8482073,Braden Schneider,NHL
8482109,Alexis Lafrenière,NHL
8482132,Brett Berard,NHL
8482153,Brendan Brisson,NHL
8482157,Will Cuylle,NHL
8482460,Matt Rempe,NHL
8482666,Scott Morrow,NHL
8482861,Vincent Iorio,NHL
8482877,Jaroslav Chmelar,NHL
8483690,Noah Laba,NHL
8484210,Gabe Perreault,NHL
8473512,Claude Giroux,NHL
8474189,Lars Eller,NHL
8475324,Nick Jensen,NHL
8476393,Nick Cousins,NHL
8477073,Kurtis MacDermid,NHL
8477998,Warren Foegele,NHL
8478020,Michael Amadio,NHL
8478173,Hayden Hodgson,NHL
8478469,Thomas Chabot,NHL
8478502,Dennis Gilbert,NHL
8480188,Fabian Zetterlund,NHL
8480208,Drake Batherson,NHL
8480245,Olle Lycksell,NHL
8480801,Brady Tkachuk,NHL
8481528,Dylan Cozens,NHL
8481560,Arthur Kaliyev,NHL
8481596,Shane Pinto,NHL
8481606,Jordan Spence,NHL
8482092,Ridly Greig,NHL
8482095,Tyler Kleven,NHL
8482105,Jake Sanderson,NHL
8482116,Tim Stützle,NHL
8482245,Artem Zub,NHL
8482673,Xavier Bourgault,NHL
8483676,Stephen Halliday,NHL
8484321,Nikolas Matinpalo,NHL
8475253,Garrett Wilson,NHL
8476372,Nick Seeler,NHL
8476461,Sean Couturier,NHL
8476822,Luke Glendening,NHL
8477499,Rasmus Ristolainen,NHL
8477903,Garnet Hathaway,NHL
8477948,Travis Sanheim,NHL
8477989,Christian Dvorak,NHL
8478439,Travis Konecny,NHL
8478454,Noah Juulsen,NHL
8478967,Lane Pederson,NHL
8479022,Rodrigo Abols,NHL
8479336,Carl Grundstrom,NHL
8480015,Owen Tippett,NHL
8480220,Noah Cates,NHL
8480874,Adam Ginning,NHL
8481533,Trevor Zegras,NHL
8481546,Cam York,NHL
8481848,Jacob Gaucher,NHL
8482126,Emil Andrae,NHL
8482142,Jamie Drysdale,NHL
8482159,Tyson Foerster,NHL
8482804,Ty Murchison,NHL
8483731,Alex Bump,NHL
8483733,Nikita Grebenkin,NHL
8484142,Denver Barkey,NHL
8484387,Matvei Michkov,NHL
8484779,Jett Luchanko,NHL
8471215,Evgeni Malkin,NHL
8471675,Sidney Crosby,NHL
8471724,Kris Letang,NHL
8474578,Erik Karlsson,NHL
8475763,Kevin Hayes,NHL
8475810,Bryan Rust,NHL
8476483,Rickard Rakell,NHL
8476856,Mathew Dumba,NHL
8477365,Connor Clifton,NHL
8477435,Ryan Graves,NHL
8477511,Anthony Mantha,NHL
8478147,Bokondji Imama,NHL
8478438,Tommy Novak,NHL
8478450,Parker Wotherspoon,NHL
8478452,Caleb Jones,NHL
8478569,Noel Acciari,NHL
8478854,Ryan Shea,NHL
8479398,Samuel Girard,NHL
8479533,Joona Koppanen,NHL
8479638,Justin Brazeau,NHL
8480842,Filip Hallander,NHL
8480980,Connor Dewar,NHL
8481030,Jack St. Ivany,NHL
8481481,Blake Lizotte,NHL
8481725,Elmer Soderblom,NHL
8482470,Ilya Solovyov,NHL
8482475,Egor Chinakhov,NHL
8482698,Tristan Broz,NHL
8482758,Ville Koivunen,NHL
8482993,Avery Hayes,NHL
8483487,Rutger McGroarty,NHL
8483503,Owen Pickering,NHL
8484839,Harrison Brunicke,NHL
8485414,Ben Kindel,NHL
8471817,Ryan Reaves,NHL
8475181,Nick Leddy,NHL
8475200,Dmitry Orlov,NHL
8475726,Tyler Toffoli,NHL
8475906,John Klingberg,NHL
8476624,Barclay Goodrow,NHL
8477505,Alexander Wennberg,NHL
8478874,Adam Gaudette,NHL
8479576,Vincent Desharnais,NHL
8479983,Mario Ferraro,NHL
8480748,Kiefer Sherwood,NHL
8480798,Philipp Kurashev,NHL
8480825,Patrick Giles,NHL
8480848,Ty Dellandrea,NHL
8482166,Shakir Mukhamadullin,NHL
8482206,Ethan Cardwell,NHL
8482667,William Eklund,NHL
8482859,Zack Ostapchuk,NHL
8483630,Pavol Regenda,NHL
8484227,Will Smith,NHL
8484801,Macklin Celebrini,NHL
8484806,Sam Dickinson,NHL
8484911,Collin Graf,NHL
8484994,Igor Chernyshov,NHL
8485402,Michael Misa,NHL
8474586,Jordan Eberle,NHL
8475768,Jaden Schwartz,NHL
8476457,Adam Larsson,NHL
8476467,Jamie Oleksiak,NHL
8476905,Chandler Stephenson,NHL
8477401,John Hayden,NHL
8477919,Frederick Gaudreau,NHL
8477955,Jared McCann,NHL
8477986,Brandon Montour,NHL
8478407,Vince Dunn,NHL
8479324,Ryan Lindgren,NHL
8479372,Joshua Mahura,NHL
8479985,Cale Fleury,NHL
8480009,Eeli Tolvanen,NHL
8481554,Kaapo Kakko,NHL
8482259,Bobby McMann,NHL
8482665,Matty Beniers,NHL
8482751,Ryan Winterton,NHL
8482858,Ryker Evans,NHL
8482874,Jacob Melanson,NHL
8483497,Jani Nyman,NHL
8483524,Shane Wright,NHL
8483570,Ben Meyers,NHL
8484168,Oscar Fisker Molgaard,NHL
8484800,Berkly Catton,NHL
8475718,Justin Holl,NHL
8475764,Cam Fowler,NHL
8476892,Colton Parayko,NHL
8476897,Oskar Sundqvist,NHL
8477402,Pavel Buchnevich,NHL
8477494,Jonathan Drouin,NHL
8477573,Nathan Walker,NHL
8479385,Jordan Kyrou,NHL
8480023,Robert Thomas,NHL
8480281,Alexey Toropchenko,NHL
8480459,Pius Suter,NHL
8481006,Tyler Tucker,NHL
8481013,Jonatan Berggren,NHL
8481070,Hugh McGing,NHL
8481598,Philip Broberg,NHL
8481715,Hunter Skinner,NHL
8482077,Dylan Holloway,NHL
8482089,Jake Neighbours,NHL
8482090,Jack Finley,NHL
8482516,Matthew Kessel,NHL
8482733,Logan Mailloux,NHL
8483463,Aleksanteri Kaskimaki,NHL
8483516,Jimmy Snuggerud,NHL
8484164,Dalibor Dvorsky,NHL
8484188,Theo Lindstein,NHL
8484230,Otto Stenberg,NHL
8470621,Corey Perry,NHL
8474151,Ryan McDonagh,NHL
8475167,Victor Hedman,NHL
8476453,Nikita Kucherov,NHL
8476826,Yanni Gourde,NHL
8476878,Zemgus Girgensons,NHL
8477149,Scott Sabourin,NHL
8477404,Jake Guentzel,NHL
8477416,Oliver Bjorkstrand,NHL
8477426,Nick Paul,NHL
8477463,Steven Santini,NHL
8478010,Brayden Point,NHL
8478178,Darren Raddysh,NHL
8478416,Erik Cernak,NHL
8478519,Anthony Cirelli,NHL
8479542,Brandon Hagel,NHL
8480426,Charle-Edouard D'Astous,NHL
8480995,Pontus Holmberg,NHL
8481547,Simon Lundmark,NHL
8481592,Jakob Pelletier,NHL
8481719,Max Crozier,NHL
8482070,Mitchell Chaffee,NHL
8482168,Maxim Groshev,NHL
8482201,Gage Goncalves,NHL
8482655,J.J. Moser,NHL
8482929,Emil Lilleberg,NHL
8483398,Declan Carlile,NHL
8483447,Conor Geekie,NHL
8483752,Dominic James,NHL
8475166,John Tavares,NHL
8475171,Oliver Ekman-Larsson,NHL
8475690,Chris Tanev,NHL
8475714,Calle Jarnkrok,NHL
8476853,Morgan Rielly,NHL
8476931,Jake McCabe,NHL
8476988,Matt Benning,NHL
8477503,Max Domi,NHL
8477541,Dakota Mermis,NHL
8477939,William Nylander,NHL
8478057,Dakota Joshua,NHL
8478443,Brandon Carlo,NHL
8478904,Steven Lorentz,NHL
8479026,Philippe Myers,NHL
8479318,Auston Matthews,NHL
8479442,Troy Stecher,NHL
8479543,Michael Pezzetta,NHL
8480870,Bo Groulx,NHL
8481122,Simon Benoit,NHL
8481567,Henry Thrun,NHL
8481582,Nicholas Robertson,NHL
8481711,Matias Maccelli,NHL
8482720,Matthew Knies,NHL
8483546,Marshall Rifai,NHL
8484158,Easton Cowan,NHL
8484901,Jacob Quillan,NHL
8474013,Ian Cole,NHL
8475461,Andrew Agozzino,NHL
8477021,Alexander Kerfoot,NHL
8477070,Liam O'Brien,NHL
8477220,Nate Schmidt,NHL
8477346,MacKenzie Weegar,NHL
8477951,Nick Schmaltz,NHL
8478474,Lawson Crouse,NHL
8478507,John Marino,NHL
8478831,Kevin Stenlund,NHL
8479291,Kevin Rooney,NHL
8479293,Brandon Tanev,NHL
8479343,Clayton Keller,NHL
8479410,Mikhail Sergachev,NHL
8479619,Michael Carcone,NHL
8479977,Kailer Yamamoto,NHL
8480084,Nick DeSimone,NHL
8480434,Sean Durzi,NHL
8480849,Barrett Hayton,NHL
8480855,Jack McBain,NHL
8482175,JJ Peterka,NHL
8482699,Dylan Guenther,NHL
8483431,Logan Cooley,NHL
8483472,Maveric Lamoureux,NHL
8484386,Dmitri Simashev,NHL
8484388,Daniil But,NHL
8475169,Evander Kane,NHL
8475762,Derek Forbort,NHL
8476425,Joseph LaBate,NHL
8476907,Mackenzie MacEachern,NHL
8476927,Teddy Blueger,NHL
8477969,Marcus Pettersson,NHL
8478444,Brock Boeser,NHL
8478498,Jake DeBrusk,NHL
8479425,Filip Hronek,NHL
8480012,Elias Pettersson,NHL
8480058,Pierre-Olivier Joseph,NHL
8480078,Filip Chytil,NHL
8480876,Curtis Douglas,NHL
8481024,Linus Karlsson,NHL
8481535,Nils Hoglander,NHL
8482055,Drew O'Connor,NHL
8482079,Marco Rossi,NHL
8482496,Nils Aman,NHL
8482691,Aatu Räty,NHL
8483395,Arshdeep Bains,NHL
8483476,Jonathan Lekkerimäki,NHL
8483499,Liam Ohgren,NHL
8483678,Elias Pettersson,NHL
8483768,Victor Mancini,NHL
8484136,Max Sasson,NHL
8484240,Tom Willander,NHL
8484798,Zeev Buium,NHL
8485385,Braeden Cootes,NHL
8475188,Brayden McNabb,NHL
8475191,Reilly Smith,NHL
8475343,Nic Dowd,NHL
8475913,Mark Stone,NHL
8476438,Brandon Saad,NHL
8476448,William Karlsson,NHL
8476881,Tomas Hertl,NHL
8476925,Colton Sissons,NHL
8477018,Ben Hutton,NHL
8477034,Jaycob Megna,NHL
8477447,Shea Theodore,NHL
8477964,Ivan Barbashev,NHL
8478396,Noah Hanifin,NHL
8478397,Rasmus Andersson,NHL
8478403,Jack Eichel,NHL
8478434,Keegan Kolesar,NHL
8478468,Jeremy Lauzon,NHL
8478483,Mitch Marner,NHL
8479353,Brett Howden,NHL
8479550,Tanner Laczynski,NHL
8479639,Dylan Coghlan,NHL
8480007,Jonas Rondbjerg,NHL
8481527,Kaedan Korczak,NHL
8481534,Raphael Lavoie,NHL
